Date,Open,High,Low,Close,Adj Close,Volume
2016-05-01,14.580000,17.490000,13.790000,17.049999,17.049999,3358700
2016-06-01,16.969999,17.930000,15.290000,16.110001,16.110001,2494700
2016-07-01,16.010000,17.360001,15.760000,16.299999,16.299999,1317500
2016-08-01,16.320000,16.540001,14.310000,15.410000,15.410000,1847500
2016-09-01,15.420000,15.680000,14.340000,15.320000,15.320000,1011900
2016-10-01,15.200000,15.900000,14.200000,14.650000,14.650000,871300
2016-11-01,14.600000,18.200001,13.050000,16.950001,16.950001,1478100
2016-12-01,17.000000,19.700001,16.299999,17.500000,17.500000,1109900
2017-01-01,17.750000,17.990000,15.600000,16.600000,16.600000,1043300
2017-02-01,18.900000,20.500000,15.950000,18.450001,18.450001,6274000
2017-03-01,18.750000,19.000000,16.650000,17.200001,17.200001,1359400
2017-04-01,17.150000,18.150000,17.049999,17.350000,17.350000,1143700
2017-05-01,17.400000,17.600000,13.750000,14.050000,14.050000,2349300
2017-06-01,14.150000,17.000000,13.900000,16.299999,16.299999,2936500
2017-07-01,16.350000,17.350000,15.280000,16.000000,16.000000,2320000
2017-08-01,15.750000,22.250000,14.300000,21.950001,21.950001,8319700
2017-09-01,22.100000,32.250000,22.100000,29.700001,29.700001,14946600
2017-10-01,30.100000,46.900002,27.580000,45.900002,45.900002,51983000
2017-11-01,46.799999,65.699997,39.150002,47.099998,47.099998,71903600
2017-12-01,48.750000,82.699997,41.790001,63.900002,63.900002,97897500
2018-01-01,64.099998,89.800003,61.099998,68.699997,68.699997,115069300
2018-02-01,66.099998,69.900002,48.549999,60.400002,60.400002,69432800
2018-03-01,55.000000,63.500000,35.549999,36.250000,36.250000,67185600
2018-04-01,34.900002,41.500000,30.750000,38.099998,38.099998,39766500
2018-05-01,37.599998,41.450001,32.150002,33.419998,33.419998,28021800
2018-06-01,33.599998,41.299999,28.150000,33.650002,33.650002,30688100
2018-07-01,33.799999,43.750000,32.500000,35.650002,35.650002,32417000
2018-08-01,35.700001,48.000000,28.299999,29.200001,29.200001,57587200
2018-09-01,29.549999,30.850000,24.750000,27.700001,27.700001,32200300
2018-10-01,27.879999,28.950001,18.990000,20.120001,20.120001,33534300
2018-11-01,20.059999,22.500000,16.379999,19.559999,19.559999,42254900
2018-12-01,20.059999,20.180000,12.330000,13.580000,13.580000,36693700
2019-01-01,13.310000,19.799999,13.100000,17.350000,17.350000,53708400
2019-02-01,17.410000,22.860001,16.370001,19.809999,19.809999,60133400
2019-03-01,19.160000,23.350000,15.900000,16.620001,16.620001,44265600
2019-04-01,16.820000,17.540001,12.890000,13.180000,13.180000,39988100
2019-05-01,13.270000,14.180000,9.060000,9.550000,9.550000,56610000
2019-06-01,9.360000,14.750000,8.960000,13.600000,13.600000,68033000
2019-07-01,13.500000,23.860001,12.200000,22.520000,22.520000,157163600
2019-08-01,22.590000,26.459999,15.460000,15.730000,15.730000,116166300
2019-09-01,15.690000,29.750000,10.200000,10.590000,10.590000,149202700
2019-10-01,10.570000,12.280000,9.300000,10.530000,10.530000,61922900
2019-11-01,10.360000,10.640000,7.250000,7.590000,7.590000,34349000
2019-12-01,7.460000,7.750000,6.570000,7.050000,7.050000,25915100
2020-01-01,7.080000,9.510000,6.850000,8.120000,8.120000,43538100
2020-02-01,8.120000,9.690000,6.250000,6.460000,6.460000,30966600
2020-03-01,6.680000,6.800000,2.530000,4.990000,4.990000,38310900
2020-04-01,4.740000,14.530000,4.430000,12.620000,12.620000,78880800
2020-05-01,12.390000,20.850000,11.100000,18.370001,18.370001,103588800
2020-06-01,18.270000,29.670000,18.250000,28.430000,28.430000,78638000
2020-07-01,28.049999,79.419998,27.830000,75.589996,75.589996,127818900
2020-08-01,76.730003,128.500000,76.370003,87.500000,87.500000,169967500
2020-09-01,87.889999,93.900002,61.000000,72.650002,72.650002,147803000
2020-10-01,75.089996,87.760002,55.259998,56.099998,56.099998,99304100
2020-11-01,57.459999,71.599998,48.500000,67.489998,67.489998,76205100
2020-12-01,68.000000,69.230003,47.610001,47.970001,47.970001,68832200
2021-01-01,48.500000,94.980003,46.750000,77.599998,77.599998,80744500
2021-02-01,78.089996,112.300003,66.610001,67.169998,67.169998,58778800
2021-03-01,70.309998,81.580002,54.700001,66.260002,66.260002,43215400
2021-04-01,68.389999,88.400002,62.369999,81.500000,81.500000,47342000
