Date,Open,High,Low,Close,Adj Close,Volume
2016-05-01,41.270000,45.959999,40.889999,44.810001,41.413826,26718900
2016-06-01,44.840000,46.810001,44.009998,45.599998,42.143940,13799100
2016-07-01,45.419998,49.000000,45.119999,47.220001,43.822372,15374300
2016-08-01,47.220001,48.080002,41.599998,44.270000,41.084637,26706100
2016-09-01,44.169998,44.880001,38.759998,39.029999,36.221664,19627400
2016-10-01,38.810001,40.650002,37.230000,40.520000,37.772846,18099500
2016-11-01,40.389999,47.990002,38.540001,46.889999,43.710972,21271500
2016-12-01,47.000000,50.509998,46.880001,48.240002,44.969448,13375600
2017-01-01,48.549999,49.240002,45.040001,46.639999,43.643108,13635600
2017-02-01,46.720001,48.549999,40.799999,42.299999,39.581982,22421700
2017-03-01,42.759998,44.680000,40.279999,44.529999,41.668686,23708100
2017-04-01,44.549999,47.430000,43.810001,46.880001,44.091507,14552700
2017-05-01,47.080002,51.790001,45.570000,48.919998,46.010162,23935300
2017-06-01,49.099998,51.910000,47.990002,50.950001,47.919407,15361400
2017-07-01,51.099998,51.709999,47.099998,47.299999,44.667919,12775600
2017-08-01,51.290001,51.299999,45.910000,47.450001,44.809566,11877300
2017-09-01,47.369999,49.880001,44.290001,49.139999,46.405533,12694100
2017-10-01,49.209999,53.610001,48.419998,50.009998,47.438763,13355500
2017-11-01,50.570000,51.599998,47.700001,51.070000,48.444263,13204000
2017-12-01,50.910000,55.990002,49.470001,52.680000,49.971489,15023900
2018-01-01,53.230000,60.430000,53.110001,58.720001,55.931755,14404000
2018-02-01,58.500000,59.700001,53.049999,55.259998,52.636040,18384800
2018-03-01,55.130001,59.990002,55.020000,57.779999,55.036388,15745900
2018-04-01,57.779999,64.959999,56.820000,64.080002,61.296791,18651100
2018-05-01,63.299999,64.070000,58.869999,61.970001,59.278439,18177400
2018-06-01,62.419998,69.430000,61.709999,65.510002,62.664696,13148500
2018-07-01,65.419998,70.860001,60.400002,62.840000,60.346451,15179100
2018-08-01,62.720001,69.160004,61.689999,68.949997,66.214005,12422500
2018-09-01,68.919998,75.239998,66.370003,69.290001,66.540520,14247000
2018-10-01,69.360001,70.209999,58.259998,60.459999,58.258972,21734000
2018-11-01,60.900002,67.809998,60.290001,66.029999,63.626198,12468200
2018-12-01,66.489998,66.959999,56.330002,59.700001,57.526642,12316200
2019-01-01,58.849998,67.669998,57.799999,60.840000,58.865955,16777600
2019-02-01,60.790001,66.690002,60.509998,63.310001,61.255817,18124300
2019-03-01,63.680000,63.680000,58.830002,62.189999,60.172153,15788100
2019-04-01,62.490002,63.279999,53.500000,54.009998,52.521450,23269700
2019-05-01,54.029999,57.000000,50.840000,51.259998,49.847237,24107300
2019-06-01,51.330002,56.720001,51.250000,53.669998,52.190819,20693500
2019-07-01,53.820000,60.450001,52.349998,55.230000,54.000511,20645700
2019-08-01,54.959999,57.130001,48.639999,51.459999,50.314434,20464200
2019-09-01,51.299999,55.049999,51.000000,52.520000,51.350838,15831000
2019-10-01,52.639999,61.240002,47.520000,56.500000,55.554573,23271600
2019-11-01,56.639999,60.490002,55.599998,57.900002,56.931152,13005500
2019-12-01,58.000000,58.799999,54.869999,56.320000,55.377586,13678100
2020-01-01,56.639999,64.059998,55.180000,62.500000,61.782696,21309900
2020-02-01,62.880001,72.489998,55.080002,56.220001,55.574768,21372800
2020-03-01,57.180000,60.770000,25.150000,41.299999,40.826004,48567600
2020-04-01,39.270000,53.189999,33.209999,47.090000,46.901016,41660300
2020-05-01,45.330002,56.020000,41.680000,51.849998,51.641911,32309000
2020-06-01,52.049999,62.939999,48.779999,52.570000,52.359024,33419300
2020-07-01,51.950001,56.959999,46.840000,56.189999,55.964493,24917900
2020-08-01,56.200001,65.459999,55.250000,62.990002,62.737209,19984600
2020-09-01,62.549999,66.570000,59.450001,60.790001,60.546036,16921200
2020-10-01,61.389999,76.209999,61.110001,70.029999,69.748955,22314100
2020-11-01,70.379997,84.269997,68.449997,75.800003,75.495796,19634700
2020-12-01,76.389999,83.489998,74.559998,78.160004,77.846329,14680200
2021-01-01,78.480003,83.269997,73.199997,76.209999,75.904152,14852600
2021-02-01,76.459999,95.930000,75.010002,90.879997,90.515274,17771100
2021-03-01,91.910004,99.639999,89.489998,95.940002,95.554970,18182500
2021-04-01,96.279999,110.750000,94.660004,107.019997,106.590500,15100000
