Date,Open,High,Low,Close,Adj Close,Volume
2016-05-01,9.310000,10.899000,8.490000,10.190000,10.190000,10656400
2016-06-01,10.170000,12.960000,10.075000,11.900000,11.900000,18116800
2016-07-01,11.900000,12.870000,11.460000,12.610000,12.610000,8267000
2016-08-01,12.590000,15.100000,12.270000,14.990000,14.990000,13499000
2016-09-01,14.940000,16.230000,13.060000,15.680000,15.680000,10732800
2016-10-01,15.760000,16.400000,13.810000,14.320000,14.320000,6862700
2016-11-01,14.350000,16.087999,12.950000,15.830000,15.830000,11066000
2016-12-01,15.850000,16.139999,12.580000,14.190000,14.190000,11323700
2017-01-01,14.330000,16.900000,14.000000,15.460000,15.460000,8024000
2017-02-01,15.600000,17.200001,15.270000,15.910000,15.910000,7321400
2017-03-01,16.040001,18.930000,15.800000,16.459999,16.459999,16313200
2017-04-01,16.510000,18.420000,16.299999,18.245001,18.245001,6455100
2017-05-01,18.320000,22.600000,17.950001,22.469999,22.469999,10225400
2017-06-01,22.600000,24.799999,19.860001,21.520000,21.520000,16515800
2017-07-01,21.650000,23.469999,21.020000,22.059999,22.059999,6690900
2017-08-01,22.250000,22.690001,19.530001,21.500000,21.500000,11676900
2017-09-01,21.500000,23.930000,20.809999,23.900000,23.900000,10385900
2017-10-01,24.000000,25.995001,23.920000,25.230000,25.230000,6666600
2017-11-01,25.490000,27.809999,23.500000,24.510000,24.510000,8013800
2017-12-01,24.480000,25.139999,22.510000,24.879999,24.879999,7013000
2018-01-01,24.950001,26.599001,22.545000,26.010000,26.010000,8143500
2018-02-01,26.129999,32.000000,23.280001,30.360001,30.360001,7606700
2018-03-01,30.070000,32.470001,29.155001,29.790001,29.790001,9535800
2018-04-01,29.750000,29.830000,26.920000,29.370001,29.370001,4984300
2018-05-01,29.400000,34.990002,28.850000,34.889999,34.889999,15810300
2018-06-01,34.910000,39.549999,32.939999,34.570000,34.570000,21789600
2018-07-01,34.180000,37.099998,31.639999,31.900000,31.900000,9572200
2018-08-01,32.009998,48.990002,32.009998,48.049999,48.049999,19305800
2018-09-01,48.000000,49.500000,42.400002,43.689999,43.689999,13013000
2018-10-01,43.889999,44.331001,34.658001,39.360001,39.360001,14393900
2018-11-01,39.430000,45.577000,35.369999,42.880001,42.880001,14044400
2018-12-01,43.580002,44.790001,38.610001,43.720001,43.720001,11175000
2019-01-01,42.869999,52.259998,40.820000,51.130001,51.130001,15672000
2019-02-01,51.020000,57.895000,49.799999,53.040001,53.040001,17531600
2019-03-01,54.200001,56.570000,50.064999,52.830002,52.830002,19935100
2019-04-01,53.279999,54.365002,47.737999,53.070000,53.070000,14641200
2019-05-01,53.290001,53.544998,47.250000,51.349998,51.349998,15975600
2019-06-01,51.150002,56.266998,46.084999,51.290001,51.290001,19201600
2019-07-01,52.919998,54.150002,46.215000,49.369999,49.369999,18193900
2019-08-01,59.500000,65.449997,54.424999,63.209999,63.209999,19719800
2019-09-01,62.990002,64.190002,52.799999,53.740002,53.740002,14331400
2019-10-01,54.099998,57.500000,50.730000,55.509998,55.509998,12723300
2019-11-01,55.740002,69.860001,53.799999,68.169998,68.169998,14600400
2019-12-01,68.000000,68.180000,64.129997,65.580002,65.580002,9798800
2020-01-01,66.099998,74.429001,65.559998,71.730003,71.730003,13367100
2020-02-01,72.269997,80.580002,68.449997,73.029999,73.029999,15324600
2020-03-01,74.059998,81.730003,52.509998,76.459999,76.459999,28129500
2020-04-01,73.900002,99.959999,71.680000,92.669998,92.669998,24277100
2020-05-01,91.730003,107.959999,89.000000,104.199997,104.199997,26583200
2020-06-01,104.040001,111.250000,92.500000,110.669998,110.669998,34363400
2020-07-01,111.209999,122.190002,107.099998,120.820000,120.820000,15962700
2020-08-01,121.820000,131.979004,112.059998,127.440002,127.440002,16684100
2020-09-01,129.380005,131.940002,107.980003,129.679993,129.679993,15410600
2020-10-01,131.320007,156.399994,128.009003,151.720001,151.720001,13446000
2020-11-01,153.360001,167.169998,130.320007,155.199997,155.199997,15523600
2020-12-01,155.529999,187.990005,149.000000,174.399994,174.399994,11780500
2021-01-01,175.000000,183.979996,154.250000,166.250000,166.250000,13184100
2021-02-01,167.970001,194.035004,158.000000,185.240005,185.240005,17008600
2021-03-01,189.979996,201.750000,148.619995,156.330002,156.330002,18757200
2021-04-01,159.399994,192.119995,158.190002,187.970001,187.970001,14353300
