Date,Open,High,Low,Close,Adj Close,Volume
2016-05-01,0.570000,0.570000,0.445000,0.500000,0.462372,76000
2016-06-01,0.500000,0.545000,0.405000,0.405000,0.374522,192000
2016-07-01,0.405000,0.480000,0.405000,0.425000,0.393017,221500
2016-08-01,0.420000,0.457000,0.386000,0.400000,0.369898,52000
2016-09-01,0.418000,0.500000,0.390000,0.500000,0.462372,219700
2016-10-01,0.500000,0.610000,0.500000,0.545000,0.510208,539300
2016-11-01,0.545000,0.640000,0.505000,0.600000,0.561697,593900
2016-12-01,0.650000,0.699000,0.550000,0.612000,0.572931,487600
2017-01-01,0.612000,0.645000,0.565000,0.575000,0.538293,243500
2017-02-01,0.570000,0.583000,0.525000,0.525000,0.491485,70200
2017-03-01,0.540000,0.619000,0.527000,0.606000,0.567314,127100
2017-04-01,0.606000,0.606000,0.535000,0.555000,0.530477,113400
2017-05-01,0.545000,0.545000,0.480000,0.485000,0.463570,257500
2017-06-01,0.447000,0.471000,0.429000,0.440000,0.420558,123000
2017-07-01,0.447000,0.555000,0.437000,0.540000,0.516139,226100
2017-08-01,0.540000,0.572000,0.486000,0.526000,0.502758,274100
2017-09-01,0.526000,0.654000,0.526000,0.620000,0.604766,423800
2017-10-01,0.735000,0.780000,0.628000,0.737000,0.718891,445600
2017-11-01,0.800000,0.871000,0.785000,0.785000,0.765712,135900
2017-12-01,0.855000,0.965000,0.810000,0.965000,0.941289,134300
2018-01-01,0.978000,1.110000,0.973000,1.045000,1.019323,181900
2018-02-01,1.090000,1.090000,0.910000,1.060000,1.033955,232200
2018-03-01,1.000000,1.031000,0.930000,0.980000,0.955921,38000
2018-04-01,0.920000,1.190000,0.920000,1.180000,1.163432,116800
2018-05-01,1.180000,1.370000,1.180000,1.220000,1.202870,127400
2018-06-01,1.190000,1.300000,1.183000,1.300000,1.281747,91100
2018-07-01,1.300000,1.450000,1.300000,1.410000,1.390202,455500
2018-08-01,1.410000,1.480000,1.300000,1.320000,1.301466,65200
2018-09-01,1.321000,1.560000,1.300000,1.535000,1.525000,117700
2018-10-01,1.560000,1.560000,1.110000,1.280000,1.271661,189600
2018-11-01,1.240000,1.280000,1.070000,1.100000,1.092834,196500
2018-12-01,1.210000,1.210000,0.920000,0.948000,0.941824,85500
2019-01-01,0.910000,1.330000,0.905000,1.325000,1.316368,89400
2019-02-01,1.280000,1.480000,1.140000,1.480000,1.470358,160900
2019-03-01,1.480000,1.510000,1.390000,1.450000,1.440554,658100
2019-04-01,1.480000,1.585000,1.425000,1.480000,1.470358,346200
2019-05-01,1.504000,1.520000,1.320000,1.320000,1.311401,35700
2019-06-01,1.220000,1.350000,1.210000,1.350000,1.341205,27600
2019-07-01,1.350000,1.475000,1.290000,1.450000,1.440554,53200
2019-08-01,1.450000,1.635000,1.240000,1.600000,1.589577,478300
2019-09-01,1.610000,1.850000,1.600000,1.710000,1.710000,155100
2019-10-01,1.670000,1.675000,1.570000,1.624000,1.624000,45500
2019-11-01,1.600000,1.665000,1.590000,1.590000,1.590000,24300
2019-12-01,1.580000,1.840000,1.580000,1.780000,1.780000,73200
2020-01-01,1.780000,1.925000,1.700000,1.740000,1.740000,43600
2020-02-01,1.740000,1.740000,1.215000,1.215000,1.215000,60100
2020-03-01,1.220000,1.220000,0.525000,0.724000,0.724000,81900
2020-04-01,0.860000,1.020000,0.750000,0.985000,0.985000,162900
2020-05-01,0.990000,1.120000,0.840000,1.030000,1.030000,57600
2020-06-01,1.190000,1.290000,0.970000,1.010000,1.010000,71600
2020-07-01,1.055000,1.130000,0.968000,1.010000,1.010000,63300
2020-08-01,0.990000,1.150000,0.990000,1.110000,1.110000,12200
2020-09-01,1.110000,1.110000,0.925000,0.925000,0.925000,9900
2020-10-01,0.925000,1.025000,0.785000,0.890000,0.890000,18300
2020-11-01,0.850000,1.420000,0.845000,1.360000,1.360000,35000
2020-12-01,1.230000,1.490000,1.230000,1.384000,1.384000,36100
2021-01-01,1.380000,1.570000,1.263000,1.263000,1.263000,43200
2021-02-01,1.263000,1.480000,1.190000,1.220000,1.220000,28700
2021-03-01,1.220000,1.360000,1.220000,1.310000,1.310000,68600
2021-04-01,1.300000,1.380000,0.975000,1.010000,1.010000,174200
